OBJECTID,LocationID,global_ave,str_time,direct_ave,diff_ave,dir_dur
1592,RL01,2.541292667,2024-02-26 0:00:00,1.854700804,0.686591804,10.90032101
1593,RL01,2.582923412,2024-02-27 0:00:00,1.888191104,0.694732428,10.96997261
1594,RL01,2.624828339,2024-02-28 0:00:00,1.92195642,0.702872038,11.01626492
1595,RL01,2.667003393,2024-02-29 0:00:00,1.955987811,0.711015701,11.10170555
1596,RL02,1.651623607,2024-02-01 0:00:00,1.153654933,0.497968644,10.60599422
1597,RL02,1.681095958,2024-02-02 0:00:00,1.176459432,0.504636586,10.62767029
1598,RL02,1.711168051,2024-02-03 0:00:00,1.199780941,0.51138705,10.58958149
1599,RL02,1.741867185,2024-02-04 0:00:00,1.223629355,0.518237948,10.66127491
1600,RL02,1.773193955,2024-02-05 0:00:00,1.248003244,0.525190711,10.63010502
1601,RL02,1.80514276,2024-02-06 0:00:00,1.272898674,0.532244086,10.68031406
1602,RL02,1.83768785,2024-02-07 0:00:00,1.298301935,0.539385855,10.68002701
1603,RL02,1.870301723,2024-02-08 0:00:00,1.323910713,0.54639107,10.64615345
1604,RL02,1.902851343,2024-02-09 0:00:00,1.349633455,0.553217947,10.7163868
1605,RL02,1.938785553,2024-02-10 0:00:00,1.377512455,0.561272979,10.70671272
1606,RL02,1.973641396,2024-02-11 0:00:00,1.404901028,0.568740308,10.75565815
1607,RL02,2.008410454,2024-02-12 0:00:00,1.43246603,0.575944602,10.70169544
1608,RL02,2.04428339,2024-02-13 0:00:00,1.460755467,0.583527863,10.74463272
1609,RL02,2.080658674,2024-02-14 0:00:00,1.489490151,0.591168404,10.75337315
1610,RL02,2.117528915,2024-02-15 0:00:00,1.518661737,0.598867178,10.78033543
1611,RL02,2.154883146,2024-02-16 0:00:00,1.54826045,0.606622696,10.83443928
1612,RL02,2.192708969,2024-02-17 0:00:00,1.578276157,0.614432812,10.83978462
1613,RL02,2.230989933,2024-02-18 0:00:00,1.608697176,0.622292817,10.87225533
1614,RL02,2.269691467,2024-02-19 0:00:00,1.63950491,0.630186558,10.86785412
1615,RL02,2.308817625,2024-02-20 0:00:00,1.67069459,0.638123095,10.9269619
1616,RL02,2.34835577,2024-02-21 0:00:00,1.702255368,0.646100461,10.94185352
1617,RL02,2.388293505,2024-02-22 0:00:00,1.734176517,0.654117048,10.9946413
1618,RL02,2.42860055,2024-02-23 0:00:00,1.766440392,0.662160099,11.03323174
1619,RL02,2.46925211,2024-02-24 0:00:00,1.7990309,0.67022109,11.03621197
1620,RL02,2.510253906,2024-02-25 0:00:00,1.83194387,0.678309917,11.15741825
1621,RL02,2.551592827,2024-02-26 0:00:00,1.865167737,0.686424971,11.10508347
1622,RL02,2.593255997,2024-02-27 0:00:00,1.898691058,0.694564939,11.16640186
1623,RL02,2.635188818,2024-02-28 0:00:00,1.932484984,0.702703834,11.15118504
1624,RL02,2.677387953,2024-02-29 0:00:00,1.966541171,0.710846841,11.19778442
1625,RL03,1.649959207,2024-02-01 0:00:00,1.152025819,0.497933418,10.13964844
1626,RL03,1.679417253,2024-02-02 0:00:00,1.174816012,0.504601181,10.19635105
1627,RL03,1.709475398,2024-02-03 0:00:00,1.198123813,0.511351526,10.1514864
1628,RL03,1.740160823,2024-02-04 0:00:00,1.221958518,0.518202245,10.20999336
1629,RL03,1.771473646,2024-02-05 0:00:00,1.246318698,0.525154889,10.17680836
1630,RL03,1.803408504,2024-02-06 0:00:00,1.271200299,0.532208145,10.24899578
1631,RL03,1.835939646,2024-02-07 0:00:00,1.296589851,0.539349735,10.23918533
1632,RL03,1.868543506,2024-02-08 0:00:00,1.322188735,0.54635483,10.22857189
1633,RL03,1.901089549,2024-02-09 0:00:00,1.347907782,0.553181648,10.29411793
1634,RL03,1.936997294,2024-02-10 0:00:00,1.375760794,0.561236501,10.3275919
1635,RL03,1.971841216,2024-02-11 0:00:00,1.403137565,0.568703651,10.45565891
1636,RL03,2.006604671,2024-02-12 0:00:00,1.430696726,0.575907886,10.39675045
1637,RL03,2.04246521,2024-02-13 0:00:00,1.458974242,0.583490968,10.49463272
1638,RL03,2.078828812,2024-02-14 0:00:00,1.487697482,0.591131449,10.47212315
1639,RL03,2.115687847,2024-02-15 0:00:00,1.516857743,0.598830044,10.56842995
1640,RL03,2.153030872,2024-02-16 0:00:00,1.546445489,0.606585503,10.55348682
1641,RL03,2.190845966,2024-02-17 0:00:00,1.576450467,0.61439544,10.6189518
1642,RL03,2.229116201,2024-02-18 0:00:00,1.606860876,0.622255325,10.69606495
1643,RL03,2.267807961,2024-02-19 0:00:00,1.637658954,0.630148947,10.70118809
1644,RL03,2.306924343,2024-02-20 0:00:00,1.668838978,0.638085425,10.77586269
1645,RL03,2.34645319,2024-02-21 0:00:00,1.700390577,0.646062672,10.76774693
1646,RL03,2.386381865,2024-02-22 0:00:00,1.732302785,0.65407908,10.8613081
1647,RL03,2.426680088,2024-02-23 0:00:00,1.764558077,0.662122071,10.88451385
1648,RL03,2.46732378,2024-02-24 0:00:00,1.797140718,0.670183003,10.93621159
1649,RL03,2.508317947,2024-02-25 0:00:00,1.830046177,0.678271711,11.02408409
1650,RL03,2.549649477,2024-02-26 0:00:00,1.863262892,0.686386704,10.96698761
1651,RL03,2.591305971,2024-02-27 0:00:00,1.896779418,0.694526494,11.06818676
1652,RL03,2.633232594,2024-02-28 0:00:00,1.930567145,0.702665329,11.11547089
1653,RL03,2.675426245,2024-02-29 0:00:00,1.964617968,0.710808218,11.19778442
1654,RL04,1.733147264,2024-02-01 0:00:00,1.235652924,0.49749434,10.10118675
1655,RL04,1.763267994,2024-02-02 0:00:00,1.259113193,0.504154801,10.20184612
1656,RL04,1.793986797,2024-02-03 0:00:00,1.283089042,0.510897696,10.13481998
1657,RL04,1.825327039,2024-02-04 0:00:00,1.307586074,0.517740846,10.16127491
1658,RL04,1.857286572,2024-02-05 0:00:00,1.332600713,0.5246858,10.17680836
1659,RL04,1.889858484,2024-02-06 0:00:00,1.358127236,0.531731248,10.21602821
1660,RL04,1.923017144,2024-02-07 0:00:00,1.384152293,0.538864911,10.23369026
1661,RL04,1.956257105,2024-02-08 0:00:00,1.410395026,0.545862079,10.22619057
1662,RL04,1.989447713,2024-02-09 0:00:00,1.436766624,0.552681088,10.28151226
1663,RL04,2.025900602,2024-02-10 0:00:00,1.465173364,0.560727239,10.36055851
1664,RL04,2.061323166,2024-02-11 0:00:00,1.493137121,0.568186045,10.38386345
1665,RL04,2.096693039,2024-02-12 0:00:00,1.521311045,0.575381935,10.39638424
1666,RL04,2.133104801,2024-02-13 0:00:00,1.550148129,0.582956553,10.45891857
1667,RL04,2.17000246,2024-02-14 0:00:00,1.579414129,0.59058845,10.41282749
1668,RL04,2.207377911,2024-02-15 0:00:00,1.609099507,0.598278344,10.5279541
1669,RL04,2.245221853,2024-02-16 0:00:00,1.639196992,0.60602504,10.54634476
1670,RL04,2.283513308,2024-02-17 0:00:00,1.669687152,0.613826156,10.6231184
1671,RL04,2.322238445,2024-02-18 0:00:00,1.700561285,0.62167716,10.68892193
1672,RL04,2.361364126,2024-02-19 0:00:00,1.731802344,0.629561841,10.70118809
1673,RL04,2.400891304,2024-02-20 0:00:00,1.763401985,0.637489259,10.73190689
1674,RL04,2.440805912,2024-02-21 0:00:00,1.795348525,0.645457447,10.76328278
1675,RL04,2.481094599,2024-02-22 0:00:00,1.827629805,0.653464735,10.82797432
1676,RL04,2.5217278,2024-02-23 0:00:00,1.860229254,0.661498547,10.87425804
1677,RL04,2.562681437,2024-02-24 0:00:00,1.893131256,0.66955024,10.90287876
1678,RL04,2.603957891,2024-02-25 0:00:00,1.926328063,0.677629709,11.02408409
1679,RL04,2.64554286,2024-02-26 0:00:00,1.959807396,0.685735345,10.97175026
1680,RL04,2.687422514,2024-02-27 0:00:00,1.993556738,0.693865895,11.04140186
1681,RL04,2.729546309,2024-02-28 0:00:00,2.027550936,0.701995313,11.04404259
1682,RL04,2.771908522,2024-02-29 0:00:00,2.061779737,0.710128844,11.13111782
1683,RL06,1.734547734,2024-02-01 0:00:00,1.236273646,0.498274177,10.10118675
1684,RL06,1.764703155,2024-02-02 0:00:00,1.259760737,0.504942417,10.19909859
1685,RL06,1.795454621,2024-02-03 0:00:00,1.283761621,0.511693001,10.14315319
1686,RL06,1.82682848,2024-02-04 0:00:00,1.308284402,0.518544018,10.1997366
1687,RL06,1.858823538,2024-02-05 0:00:00,1.333326697,0.5254969,10.17680836
1688,RL06,1.891433597,2024-02-06 0:00:00,1.358883142,0.532550395,10.25174236
1689,RL06,1.924631238,2024-02-07 0:00:00,1.384939075,0.539692163,10.27215195
1690,RL06,1.957883835,2024-02-08 0:00:00,1.411186814,0.546697021,10.26190472
1691,RL06,1.9910568,2024-02-09 0:00:00,1.437533617,0.553523242,10.31722736
1692,RL06,2.027630329,2024-02-10 0:00:00,1.466051221,0.561579049,10.36055851
1693,RL06,2.06309557,2024-02-11 0:00:00,1.49404943,0.569046199,10.38386345
1694,RL06,2.098464489,2024-02-12 0:00:00,1.52221477,0.576249659,10.36067009
1695,RL06,2.134918213,2024-02-13 0:00:00,1.551085591,0.583832741,10.42558479
1696,RL06,2.171858311,2024-02-14 0:00:00,1.580385327,0.591472983,10.42324448
1697,RL06,2.209282398,2024-02-15 0:00:00,1.610110879,0.5991714,10.56604958
1698,RL06,2.247167826,2024-02-16 0:00:00,1.640241146,0.60692656,10.54872513
1699,RL06,2.285505772,2024-02-17 0:00:00,1.670769453,0.614736259,10.58978462
1700,RL06,2.324278831,2024-02-18 0:00:00,1.701683044,0.622595847,10.69130325
1701,RL06,2.363452196,2024-02-19 0:00:00,1.732963085,0.630489111,10.70118809
1702,RL06,2.403028488,2024-02-20 0:00:00,1.764603376,0.638425112,10.77036858
1703,RL06,2.442994118,2024-02-21 0:00:00,1.796592116,0.646401942,10.76328278
1704,RL06,2.483335495,2024-02-22 0:00:00,1.828917623,0.654417932,10.82797432
1705,RL06,2.524022341,2024-02-23 0:00:00,1.861562014,0.662460387,10.87938595
1706,RL06,2.565029383,2024-02-24 0:00:00,1.8945086,0.670520723,10.90287876
1707,RL06,2.606360674,2024-02-25 0:00:00,1.927751899,0.678608835,11.02408409
1708,RL06,2.648002863,2024-02-26 0:00:00,1.96127975,0.686723113,10.97175026
1709,RL06,2.689942122,2024-02-27 0:00:00,1.995079756,0.694862306,11.04140186
1710,RL06,2.73212409,2024-02-28 0:00:00,2.029123545,0.703000367,11.04404259
1711,RL06,2.774544716,2024-02-29 0:00:00,2.063402176,0.71114248,11.13111782
1712,RL07,1.74338603,2024-02-01 0:00:00,1.242434025,0.500952065,10.88395309
1713,RL07,1.773626685,2024-02-02 0:00:00,1.265983224,0.507643461,10.90524387
1714,RL07,1.804457188,2024-02-03 0:00:00,1.290040016,0.514417231,10.89106846
1715,RL07,1.835910559,2024-02-04 0:00:00,1.314618945,0.521291614,10.95444107
1716,RL07,1.867987633,2024-02-05 0:00:00,1.339719534,0.528268099,10.96201897
1717,RL07,1.900682569,2024-02-06 0:00:00,1.365337253,0.535345435,11.00075912
1718,RL07,1.933965564,2024-02-07 0:00:00,1.391454339,0.542511165,11.03804493
1719,RL07,1.967242479,2024-02-08 0:00:00,1.417704105,0.549538374,11.06706047
1720,RL07,2.000368595,2024-02-09 0:00:00,1.443983555,0.5563851,11.10696793
1721,RL07,2.037204742,2024-02-10 0:00:00,1.472734213,0.564470351,11.16997814
1722,RL07,2.072755337,2024-02-11 0:00:00,1.500793338,0.571962059,11.1765728
1723,RL07,2.108109474,2024-02-12 0:00:00,1.528922439,0.579187095,11.23114014
1724,RL07,2.144642591,2024-02-13 0:00:00,1.557847857,0.586794734,11.2776022
1725,RL07,2.181660652,2024-02-14 0:00:00,1.587200999,0.594459593,11.28637218
1726,RL07,2.219156265,2024-02-15 0:00:00,1.616973519,0.602182686,11.3144474
1727,RL07,2.257117987,2024-02-16 0:00:00,1.647155285,0.609962583,11.24953651
1728,RL07,2.295532942,2024-02-17 0:00:00,1.677735806,0.617797136,11.33521557
1729,RL07,2.334383488,2024-02-18 0:00:00,1.708701849,0.625681639,11.36100674
1730,RL07,2.373630762,2024-02-19 0:00:00,1.740031004,0.633599699,11.3914423
1731,RL07,2.413280964,2024-02-20 0:00:00,1.771720529,0.641560495,11.40159035
1732,RL07,2.453321457,2024-02-21 0:00:00,1.803759336,0.64956218,11.33471107
1733,RL07,2.493739367,2024-02-22 0:00:00,1.836136222,0.657603145,11.43908596
1734,RL07,2.534500599,2024-02-23 0:00:00,1.868830323,0.665670455,11.49444962
1735,RL07,2.575578928,2024-02-24 0:00:00,1.901823401,0.673755467,11.484128
1736,RL07,2.616982222,2024-02-25 0:00:00,1.935114026,0.681868255,11.55741787
1737,RL07,2.658697605,2024-02-26 0:00:00,1.968690276,0.690007329,11.58216667
1738,RL07,2.700711966,2024-02-27 0:00:00,2.002540827,0.698171258,11.54586601
1739,RL07,2.742963552,2024-02-28 0:00:00,2.036629677,0.706333816,11.51208782
1740,RL07,2.785450935,2024-02-29 0:00:00,2.070950747,0.714500248,11.54570103
1741,RL08,1.686350465,2024-02-01 0:00:00,1.188532472,0.497818023,10.10118675
1742,RL08,1.71610868,2024-02-02 0:00:00,1.211625099,0.50448364,10.19909859
1743,RL08,1.746466398,2024-02-03 0:00:00,1.235234618,0.51123172,10.14315319
1744,RL08,1.77744925,2024-02-04 0:00:00,1.259369016,0.518080175,10.23819828
1745,RL08,1.809056401,2024-02-05 0:00:00,1.284025908,0.525030494,10.21252251
1746,RL08,1.841282248,2024-02-06 0:00:00,1.309200764,0.532081425,10.28745747
1747,RL08,1.874100566,2024-02-07 0:00:00,1.334879875,0.539220691,10.31061363
1748,RL08,1.906993389,2024-02-08 0:00:00,1.360769987,0.546223342,10.26190472
1749,RL08,1.939829826,2024-02-09 0:00:00,1.38678205,0.553047776,10.31722736
1750,RL08,1.975996852,2024-02-10 0:00:00,1.414896727,0.561100066,10.36055851
1751,RL08,2.011107445,2024-02-11 0:00:00,1.442542791,0.568564713,10.41719723
1752,RL08,2.046147108,2024-02-12 0:00:00,1.470380783,0.575766385,10.43484592
1753,RL08,2.082266331,2024-02-13 0:00:00,1.498919368,0.583346903,10.52796555
1754,RL08,2.118879795,2024-02-14 0:00:00,1.527895093,0.590984762,10.49295616
1755,RL08,2.155981302,2024-02-15 0:00:00,1.557300568,0.598680794,10.5993824
1756,RL08,2.193558931,2024-02-16 0:00:00,1.587125301,0.60643357,10.58443928
1757,RL08,2.231599808,2024-02-17 0:00:00,1.617358804,0.614240825,10.62103462
1758,RL08,2.270087004,2024-02-18 0:00:00,1.647988915,0.622098029,10.7270174
1759,RL08,2.308986902,2024-02-19 0:00:00,1.678997993,0.629988968,10.70118809
1760,RL08,2.348302126,2024-02-20 0:00:00,1.710379481,0.637922645,10.80883026
1761,RL08,2.388019323,2024-02-21 0:00:00,1.742122054,0.64589715,10.79899693
1762,RL08,2.42812562,2024-02-22 0:00:00,1.774214745,0.653910816,10.89464092
1763,RL08,2.468591213,2024-02-23 0:00:00,1.806640148,0.661951005,10.91271877
1764,RL08,2.509391546,2024-02-24 0:00:00,1.839382291,0.670009077,10.93621159
1765,RL08,2.550530672,2024-02-25 0:00:00,1.872435808,0.678095043,11.02408409
1766,RL08,2.591995478,2024-02-26 0:00:00,1.905788422,0.686207116,11.00508308
1767,RL08,2.633772612,2024-02-27 0:00:00,1.939428449,0.694344163,11.07265186
1768,RL08,2.675808668,2024-02-28 0:00:00,1.97332871,0.702480078,11.07975674
1769,RL08,2.718099833,2024-02-29 0:00:00,2.007479668,0.710620105,11.13111782
1770,RT01,1.709953547,2024-02-01 0:00:00,1.212090015,0.497863531,10.10118675
1771,RT01,1.739899755,2024-02-02 0:00:00,1.23537159,0.504528165,10.19909859
1772,RT01,1.77044487,2024-02-03 0:00:00,1.259169698,0.511275172,10.14315319
1773,RT01,1.801613688,2024-02-04 0:00:00,1.283491015,0.518122613,10.1997366
1774,RT01,1.833404541,2024-02-05 0:00:00,1.308332682,0.5250718,10.17680836
1775,RT01,1.86581099,2024-02-06 0:00:00,1.333689332,0.532121599,10.21602821
1776,RT01,1.898807406,2024-02-07 0:00:00,1.359547734,0.539259672,10.23369026
1777,RT01,1.931882381,2024-02-08 0:00:00,1.385621309,0.546261072,10.22619057
1778,RT01,1.964904904,2024-02-09 0:00:00,1.411820769,0.553084135,10.28151226
1779,RT01,2.001223326,2024-02-10 0:00:00,1.440088034,0.561135352,10.36055851
1780,RT01,2.036499023,2024-02-11 0:00:00,1.467900395,0.568598747,10.38386345
1781,RT01,2.071713686,2024-02-12 0:00:00,1.495914817,0.575798869,10.36067009
1782,RT01,2.107987642,2024-02-13 0:00:00,1.524609447,0.583378136,10.42558479
1783,RT01,2.144752741,2024-02-14 0:00:00,1.553738117,0.591014564,10.42324448
1784,RT01,2.182005167,2024-02-15 0:00:00,1.583296061,0.598709166,10.56604958
1785,RT01,2.219724894,2024-02-16 0:00:00,1.613264441,0.606460512,10.54872513
1786,RT01,2.257901907,2024-02-17 0:00:00,1.643635631,0.614266396,10.58978462
1787,RT01,2.296519518,2024-02-18 0:00:00,1.674397349,0.622122109,10.6555891
1788,RT01,2.335543871,2024-02-19 0:00:00,1.705532312,0.630011499,10.66785431
1789,RT01,2.374976873,2024-02-20 0:00:00,1.737033129,0.637943685,10.73190689
1790,RT01,2.414804935,2024-02-21 0:00:00,1.768888235,0.645916641,10.76328278
1791,RT01,2.455014944,2024-02-22 0:00:00,1.801086187,0.653928757,10.82797432
1792,RT01,2.495577097,2024-02-23 0:00:00,1.8336097,0.661967397,10.87425804
1793,RT01,2.536467075,2024-02-24 0:00:00,1.866443276,0.670023859,10.90287876
1794,RT01,2.577688456,2024-02-25 0:00:00,1.89958024,0.678108156,11.02408409
1795,RT01,2.619226933,2024-02-26 0:00:00,1.933008313,0.686218619,10.97175026
1796,RT01,2.661069393,2024-02-27 0:00:00,1.966715455,0.694353998,11.04140186
1797,RT01,2.703163624,2024-02-28 0:00:00,2.00067544,0.702488244,11.04404259
1798,RT01,2.745504856,2024-02-29 0:00:00,2.034878492,0.710626543,11.13111782
1799,RT02,1.737193942,2024-02-01 0:00:00,1.238705873,0.498488098,10.13964844
1800,RT02,1.767376423,2024-02-02 0:00:00,1.26221931,0.505157113,10.19635105
1801,RT02,1.798153758,2024-02-03 0:00:00,1.286245227,0.511908472,10.1514864
1802,RT02,1.829553723,2024-02-04 0:00:00,1.310793519,0.518760204,10.20999336
1803,RT02,1.861575484,2024-02-05 0:00:00,1.335861564,0.525713801,10.17680836
1804,RT02,1.894212604,2024-02-06 0:00:00,1.361444473,0.532768011,10.24899578
1805,RT02,1.927437544,2024-02-07 0:00:00,1.387526989,0.539910495,10.23918533
1806,RT02,1.960704327,2024-02-08 0:00:00,1.413788557,0.546915889,10.22857189
1807,RT02,1.993877649,2024-02-09 0:00:00,1.440135241,0.553742349,10.29411793
1808,RT02,2.030514479,2024-02-10 0:00:00,1.468715191,0.561799347,10.3275919
1809,RT02,2.066008806,2024-02-11 0:00:00,1.496741772,0.569267154,10.45565891
1810,RT02,2.101384878,2024-02-12 0:00:00,1.524914026,0.576470912,10.39675045
1811,RT02,2.137865305,2024-02-13 0:00:00,1.553810716,0.584054589,10.49463272
1812,RT02,2.174831867,2024-02-14 0:00:00,1.583136559,0.591695428,10.47212315
1813,RT02,2.212276459,2024-02-15 0:00:00,1.612882137,0.599394441,10.56842995
1814,RT02,2.25018692,2024-02-16 0:00:00,1.643036842,0.607150137,10.5868206
1815,RT02,2.2885499,2024-02-17 0:00:00,1.673589587,0.614960372,10.65228462
1816,RT02,2.327347994,2024-02-18 0:00:00,1.704527617,0.622820497,10.72939873
1817,RT02,2.366545677,2024-02-19 0:00:00,1.73583138,0.630714238,10.70118809
1818,RT02,2.406145811,2024-02-20 0:00:00,1.767495155,0.638650775,10.81157684
1819,RT02,2.446135521,2024-02-21 0:00:00,1.79950738,0.646628022,10.79899693
1820,RT02,2.486500978,2024-02-22 0:00:00,1.831856608,0.654644489,10.8613081
1821,RT02,2.527211428,2024-02-23 0:00:00,1.864524007,0.662687421,10.87938595
1822,RT02,2.568241119,2024-02-24 0:00:00,1.897493005,0.670748115,10.93621159
1823,RT02,2.609595299,2024-02-25 0:00:00,1.930758715,0.678836644,11.05741787
1824,RT02,2.651260138,2024-02-26 0:00:00,1.964308858,0.686951339,11.03841686
1825,RT02,2.693222284,2024-02-27 0:00:00,1.998131394,0.69509089,11.07265186
1826,RT02,2.735425711,2024-02-28 0:00:00,2.032196522,0.703229249,11.07975674
1827,RT02,2.777867317,2024-02-29 0:00:00,2.066495419,0.71137172,11.16445065
1828,SB01,1.6994977,2024-02-01 0:00:00,1.201235533,0.498262137,10.88395309
1829,SB01,1.729345798,2024-02-02 0:00:00,1.224412799,0.50493288,10.86678314
1830,SB01,1.759783983,2024-02-03 0:00:00,1.248097777,0.511686206,10.85773563
1831,SB01,1.790845394,2024-02-04 0:00:00,1.272305489,0.518539906,10.88777447
1832,SB01,1.822531939,2024-02-05 0:00:00,1.29703629,0.525495589,10.89059067
1833,SB01,1.854838252,2024-02-06 0:00:00,1.322286367,0.532551885,10.96229744
1834,SB01,1.887734652,2024-02-07 0:00:00,1.348038077,0.539696574,10.96661568
1835,SB01,1.920630574,2024-02-08 0:00:00,1.373926044,0.546704531,11.03372669
1836,SB01,1.953382015,2024-02-09 0:00:00,1.399847984,0.553534091,11.04814434
1837,SB01,1.989831328,2024-02-10 0:00:00,1.42823875,0.561592638,11.09854984
1838,SB01,2.025009155,2024-02-11 0:00:00,1.455946326,0.569062948,11.14323997
1839,SB01,2.059993744,2024-02-12 0:00:00,1.483723879,0.576269984,11.15971184
1840,SB01,2.096163988,2024-02-13 0:00:00,1.512307644,0.583856285,11.24426842
1841,SB01,2.132824659,2024-02-14 0:00:00,1.541324735,0.591499865,11.22387218
1842,SB01,2.169969559,2024-02-15 0:00:00,1.57076776,0.599201679,11.24777985
1843,SB01,2.207587242,2024-02-16 0:00:00,1.600626945,0.606960297,11.21620369
1844,SB01,2.245665789,2024-02-17 0:00:00,1.630892277,0.614773512,11.33521557
1845,SB01,2.284187555,2024-02-18 0:00:00,1.661550999,0.622636616,11.32767296
1846,SB01,2.323114157,2024-02-19 0:00:00,1.692580581,0.630533457,11.35810852
1847,SB01,2.362452507,2024-02-20 0:00:00,1.723979354,0.638473094,11.33016205
1848,SB01,2.402190208,2024-02-21 0:00:00,1.75573647,0.646453559,11.30346107
1849,SB01,2.442314625,2024-02-22 0:00:00,1.78784132,0.654473245,11.37241936
1850,SB01,2.482792616,2024-02-23 0:00:00,1.820273042,0.662519455,11.42778301
1851,SB01,2.52359724,2024-02-24 0:00:00,1.853013754,0.670583546,11.4174614
1852,SB01,2.564738035,2024-02-25 0:00:00,1.886062503,0.678675532,11.49075127
1853,SB01,2.606201649,2024-02-26 0:00:00,1.919407964,0.686793685,11.51073837
1854,SB01,2.647975683,2024-02-27 0:00:00,1.953038931,0.694936752,11.51015186
1855,SB01,2.68999815,2024-02-28 0:00:00,1.986919403,0.703078687,11.51208782
1856,SB01,2.732268333,2024-02-29 0:00:00,2.021043301,0.711224794,11.54570103
1857,SM01,1.662058115,2024-02-01 0:00:00,1.159473777,0.502584279,10.08317661
1858,SM01,1.691776156,2024-02-02 0:00:00,1.182454586,0.509321511,10.10553646
1859,SM01,1.722120643,2024-02-03 0:00:00,1.205966473,0.51615417,10.1010561
1860,SM01,1.753079653,2024-02-04 0:00:00,1.230002642,0.523076952,10.10159588
1861,SM01,1.784672618,2024-02-05 0:00:00,1.254569173,0.530103505,10.10989571
1862,SM01,1.816891909,2024-02-06 0:00:00,1.279660821,0.537231088,10.20397186
1863,SM01,1.849729896,2024-02-07 0:00:00,1.305272222,0.544457674,10.19700336
1864,SM01,1.882871985,2024-02-08 0:00:00,1.331233382,0.551638663,10.22307682
1865,SM01,1.915733814,2024-02-09 0:00:00,1.357196331,0.558537483,10.24553585
1866,SM01,1.951682329,2024-02-10 0:00:00,1.385110736,0.566571593,10.28295422
1867,SM01,1.986832261,2024-02-11 0:00:00,1.412717462,0.574114859,10.37911415
1868,SM01,2.021927357,2024-02-12 0:00:00,1.440530062,0.581397116,10.36018658
1869,SM01,2.05811286,2024-02-13 0:00:00,1.469052553,0.589060366,10.48674107
1870,SM01,2.094808102,2024-02-14 0:00:00,1.498024225,0.596783817,10.42742729
1871,SM01,2.132000208,2024-02-15 0:00:00,1.527436376,0.604563773,10.5226469
1872,SM01,2.169680595,2024-02-16 0:00:00,1.557279706,0.612400889,10.55652428
1873,SM01,2.207836866,2024-02-17 0:00:00,1.587543964,0.620292902,10.61474419
1874,SM01,2.246456861,2024-02-18 0:00:00,1.61821878,0.628238022,10.65443897
1875,SM01,2.285499811,2024-02-19 0:00:00,1.649284482,0.636215329,10.66534424
1876,SM01,2.324970484,2024-02-20 0:00:00,1.680735588,0.644235015,10.7108202
1877,SM01,2.364856958,2024-02-21 0:00:00,1.712561369,0.652295709,10.70500851
1878,SM01,2.405146837,2024-02-22 0:00:00,1.744750857,0.660395861,10.792449
1879,SM01,2.445817471,2024-02-23 0:00:00,1.777289867,0.668527603,10.83416367
1880,SM01,2.486830235,2024-02-24 0:00:00,1.810157418,0.676672697,10.86756802
1881,SM01,2.528196573,2024-02-25 0:00:00,1.843350768,0.684845805,10.95554924
1882,SM01,2.569903374,2024-02-26 0:00:00,1.876858234,0.693045259,10.97713375
1883,SM01,2.611937761,2024-02-27 0:00:00,1.910668015,0.701269627,11.09897804
1884,SM01,2.654256821,2024-02-28 0:00:00,1.944757104,0.709499657,11.06841278
1885,SM01,2.696835518,2024-02-29 0:00:00,1.979108334,0.717727244,11.12016487
1886,SP01,1.757705092,2024-02-01 0:00:00,1.253886461,0.503818572,10.83796215
1887,SP01,1.788212299,2024-02-02 0:00:00,1.277648926,0.510563314,10.83637524
1888,SP01,1.819338202,2024-02-03 0:00:00,1.301934838,0.517403424,10.85790443
1889,SP01,1.851069212,2024-02-04 0:00:00,1.326735616,0.524333596,10.92115116
1890,SP01,1.883429289,2024-02-05 0:00:00,1.352061868,0.53136754,10.91272163
1891,SP01,1.916410565,2024-02-06 0:00:00,1.377908111,0.538502514,11.0039835
1892,SP01,1.950005054,2024-02-07 0:00:00,1.404268384,0.545736611,10.99692059
1893,SP01,1.983847141,2024-02-08 0:00:00,1.430922627,0.552924454,11.03183079
1894,SP01,2.017270803,2024-02-09 0:00:00,1.457442164,0.559828639,11.04172993
1895,SP01,2.054131269,2024-02-10 0:00:00,1.486258864,0.567872465,11.1340332
1896,SP01,2.089984179,2024-02-11 0:00:00,1.514561176,0.575423002,11.17148781
1897,SP01,2.12565279,2024-02-12 0:00:00,1.542941928,0.582710922,11.19052124
1898,SP01,2.162500858,2024-02-13 0:00:00,1.572119355,0.590381444,11.23370934
1899,SP01,2.199841022,2024-02-14 0:00:00,1.601728797,0.598112106,11.25055695
1900,SP01,2.237657785,2024-02-15 0:00:00,1.631758571,0.605899215,11.26882553
1901,SP01,2.275943279,2024-02-16 0:00:00,1.662199855,0.613743484,11.23483944
1902,SP01,2.314684153,2024-02-17 0:00:00,1.693041563,0.621642649,11.31943893
1903,SP01,2.353868008,2024-02-18 0:00:00,1.724273086,0.629594922,11.37017059
1904,SP01,2.393447399,2024-02-19 0:00:00,1.755868196,0.637579203,11.38804626
1905,SP01,2.433430433,2024-02-20 0:00:00,1.78782475,0.645605862,11.40870953
1906,SP01,2.473805428,2024-02-21 0:00:00,1.820131898,0.65367347,11.33241177
1907,SP01,2.514559031,2024-02-22 0:00:00,1.852778435,0.661780477,11.4152565
1908,SP01,2.555666924,2024-02-23 0:00:00,1.88574779,0.669919133,11.44530678
