LocationID,BRDYEAR,mean_max_depth,max_depth,AirTemp,WaterTemp,num_egg_masses,mean_percent_sub,mean_percent_emerg,mean_percent_water,dry_year,proportion_high_water_vis,proportion_na_water_vis,Watershed,CoastalSite,yearly_rain,yearly_rain_lag,interpolated_canopy,water_flow,water_regime,WaterVis,complete_case,BRDYEAR_scaled,mean_percent_sub_scaled,mean_percent_emerg_scaled,mean_percent_water_scaled,interpolated_canopy_scaled,yearly_rain_scaled,mean_max_depth_scaled,max_depth_scaled,AirTemp_scaled,WaterTemp_scaled,yearly_rain_lag_scaled,num_egg_masses_lag
LS05,2011,1.308,1.4,16.756666666666668,9.75,1,1.6666666666666667,51.666666666666664,43.333333333333336,FALSE,0.3333333333333333,0,Laguna Salada,FALSE,50.91,31.21,33.33333333333333,lentic,perennial,0,TRUE,-1.306494516633758,-0.4789876079219238,0.6205094872770883,-0.5198885629382467,0.1808523433031846,1.2099468732661482,0.8564554514960727,0.3729499340456522,0.22847997671040135,-0.9209773227666944,-0.279103888083253,18
LS06,2011,1.14,1.5,16.34,10.25,21,2,9,89,FALSE,0.4,0.16666666666666666,Laguna Salada,FALSE,50.91,31.21,6,lentic,seasonal,1,TRUE,-1.306494516633758,-0.4524989930121788,-1.020711037681996,1.2016762742387808,-0.6340993569232493,1.2099468732661482,0.49501070083894005,0.5364469430467085,0.04907794846204659,-0.7347526028045971,-0.279103888083253,1
LS08,2011,1.2200000000000002,1.37,16.08,10.325,65,1,34,65,FALSE,0.4,0.16666666666666666,Laguna Salada,TRUE,50.91,31.21,0,lentic,perennial,0,TRUE,-1.306494516633758,-0.5319648377414139,-0.05905838633878249,0.296912272218737,-0.8129911935583201,1.2099468732661482,0.6671272487709085,0.32390083134533565,-0.06286891716492714,-0.7068188948102827,-0.279103888083253,4
MC01,2011,1.0683333333333334,1.75,11.9,9,51,16.666666666666668,40,53.333333333333336,FALSE,0,0,Milagra Creek,FALSE,50.91,31.21,0,lentic,seasonal,0,TRUE,-1.306494516633758,0.7130000630166028,0.17173824998358875,-0.14290356209656185,-0.8129911935583201,1.2099468732661482,0.34082295998321915,0.9451894655493488,-1.8626300645524163,-1.200314402709841,-0.279103888083253,53
LS05,2012,1.152,1.29,17.225,10.75,6,3.2,23.8,62,FALSE,0.8,0,Laguna Salada,FALSE,28.01,29.08,38.88888888888889,lentic,perennial,1,TRUE,-1.0912661234216032,-0.3571399793370966,-0.4514126680868136,0.1838167719662316,0.34649293278010235,-0.5129133665765667,0.5208281830287352,0.19310322414449063,0.4301278564615517,-0.5485278828424996,-0.4535078574132762,8
LS06,2012,1.094,2.3,16.725,12.35,11,9.4,7,87,FALSE,0.4,0.16666666666666666,Laguna Salada,FALSE,28.01,29.08,6.333333333333333,lentic,seasonal,0,TRUE,-1.0912661234216032,0.135548257984161,-1.097643249789453,1.1262792740704437,-0.6241609215546342,-0.5129133665765667,0.3960436857780585,1.8444230150551573,0.21484542256352665,0.04739122103621224,-0.4535078574132762,0
LS08,2012,1.465,1.68,15.925,12.5,22,0,25,75,FALSE,0.2,0,Laguna Salada,TRUE,28.01,29.08,0,lentic,perennial,0,TRUE,-1.0912661234216032,-0.611430682470649,-0.4052533408223394,0.6738972730604219,-0.8129911935583201,-0.5129133665765667,1.194234176812559,0.8307415592486094,-0.1296064716733139,0.10325863702484162,-0.4535078574132762,15
MC01,2012,0.395,0.7,17.8,12,43,10,32.5,67.5,FALSE,0,0.5,Milagra Creek,FALSE,28.01,29.08,0,lentic,seasonal,0,TRUE,-1.0912661234216032,0.18322776482170203,-0.1167575454193753,0.3911585224291582,-0.8129911935583201,-0.5129133665765667,-1.1078246517775097,-0.7715291289617406,0.6777026554442803,-0.08296608293725587,-0.4535078574132762,61
RL02,2012,1.2966666666666666,1.5,17.7,12.25,9,22,22,56,FALSE,0.8333333333333334,0,Rodeo Lagoon,FALSE,28.01,29.08,4,lentic,perennial,1,TRUE,-1.0912661234216032,1.1368179015725233,-0.520651658983525,-0.04237422853877933,-0.6937299691349396,-0.5129133665765667,0.832072273872377,0.5364469430467085,0.6346461686646747,0.01014627704379287,-0.4535078574132762,2
LS05,2013,1.24,1.35,17.86,12.25,10,0.3333333333333333,46.333333333333336,53.333333333333336,FALSE,1,0,Laguna Salada,FALSE,26.13,42.65,44.44444444444444,lentic,perennial,1,TRUE,-0.8760377302094485,-0.5849420675609039,0.41535692165720295,-0.14290356209656185,0.5121335222570196,-0.6543534212012091,0.7101563857538999,0.2912014295451244,0.7035365475120428,0.01014627704379287,0.6576009988348044,4
LS06,2013,0.9725,1.25,16.85,13.25,9,0,12.5,87.5,FALSE,0.8333333333333334,0,Laguna Salada,FALSE,26.13,42.65,6.666666666666666,lentic,seasonal,1,TRUE,-0.8760377302094485,-0.611430682470649,-0.8860796664939461,1.145128524112528,-0.6142224861860192,-0.6543534212012091,0.13464167860638251,0.12770442054406814,0.2686660310380329,0.38259571696798783,0.6576009988348044,9
