LocationID,Watershed,BRDYEAR,dayOfWY,water_flow,water_regime,rain_to_date,breeding_status,days_since_first_rain,dir_dur,cum_sun_hours
MC01,Milagra Creek,2001,0,lentic,seasonal,0,0,-8,11.59230804,11.59230804
MC01,Milagra Creek,2001,1,lentic,seasonal,0,0,-7,11.56640625,23.15871429
MC01,Milagra Creek,2001,2,lentic,seasonal,0,0,-6,11.57051849,34.729232780000004
MC01,Milagra Creek,2001,3,lentic,seasonal,0,0,-5,11.54094982,46.2701826
MC01,Milagra Creek,2001,4,lentic,seasonal,0,0,-4,11.45922756,57.72941016
MC01,Milagra Creek,2001,5,lentic,seasonal,0,0,-3,11.39855194,69.1279621
MC01,Milagra Creek,2001,6,lentic,seasonal,0,0,-2,11.42569923,80.55366133
MC01,Milagra Creek,2001,7,lentic,seasonal,0.05,0,-1,11.34946728,91.90312861
MC01,Milagra Creek,2001,8,lentic,seasonal,0.28,0,0,11.31293201,103.21606062000001
MC01,Milagra Creek,2001,9,lentic,seasonal,0.33,0,1,11.35052299,114.56658361000001
MC01,Milagra Creek,2001,10,lentic,seasonal,0.34,0,2,11.23538589,125.8019695
MC01,Milagra Creek,2001,11,lentic,seasonal,0.34,0,3,11.22823143,137.03020093
MC01,Milagra Creek,2001,12,lentic,seasonal,0.34,0,4,11.1983366,148.22853753
MC01,Milagra Creek,2001,13,lentic,seasonal,0.34,0,5,11.10304832,159.33158585
MC01,Milagra Creek,2001,14,lentic,seasonal,0.34,0,6,11.09760857,170.42919442
MC01,Milagra Creek,2001,15,lentic,seasonal,0.34,0,7,11.08687115,181.51606557
MC01,Milagra Creek,2001,16,lentic,seasonal,0.34,0,8,11.00980091,192.52586648
MC01,Milagra Creek,2001,17,lentic,seasonal,0.34,0,9,10.96124554,203.48711202
MC01,Milagra Creek,2001,18,lentic,seasonal,0.34,0,10,10.96471882,214.45183084
MC01,Milagra Creek,2001,19,lentic,seasonal,0.34,0,11,10.88063622,225.33246706
MC01,Milagra Creek,2001,20,lentic,seasonal,0.34,0,12,10.88191509,236.21438215
MC01,Milagra Creek,2001,21,lentic,seasonal,0.34,0,13,10.72212791,246.93651006
MC01,Milagra Creek,2001,22,lentic,seasonal,0.34,0,14,10.76947403,257.70598409
MC01,Milagra Creek,2001,23,lentic,seasonal,0.48000000000000004,0,15,10.73542404,268.44140813
MC01,Milagra Creek,2001,24,lentic,seasonal,1.6099999999999999,0,16,10.6998539,279.14126203
MC01,Milagra Creek,2001,25,lentic,seasonal,1.73,0,17,10.5946312,289.73589323
MC01,Milagra Creek,2001,26,lentic,seasonal,1.73,0,18,10.57891178,300.31480501
MC01,Milagra Creek,2001,27,lentic,seasonal,1.73,0,19,10.52666664,310.84147165
MC01,Milagra Creek,2001,28,lentic,seasonal,2.78,0,20,10.54968357,321.39115522
MC01,Milagra Creek,2001,29,lentic,seasonal,3.21,0,21,10.54301834,331.93417356
MC01,Milagra Creek,2001,30,lentic,seasonal,3.23,0,22,10.44018745,342.37436101
MC01,Milagra Creek,2001,31,lentic,seasonal,3.23,0,23,10.37564754,352.75000855
MC01,Milagra Creek,2001,32,lentic,seasonal,3.23,0,24,10.36920357,363.11921212
MC01,Milagra Creek,2001,33,lentic,seasonal,3.23,0,25,10.30528831,373.42450043
MC01,Milagra Creek,2001,34,lentic,seasonal,3.23,0,26,10.31541252,383.73991295
MC01,Milagra Creek,2001,35,lentic,seasonal,3.23,0,27,10.2964592,394.03637215
MC01,Milagra Creek,2001,36,lentic,seasonal,3.23,0,28,10.2802124,404.31658455
MC01,Milagra Creek,2001,37,lentic,seasonal,3.23,0,29,10.25293922,414.56952377
MC01,Milagra Creek,2001,38,lentic,seasonal,3.23,0,30,10.19575787,424.76528164
MC01,Milagra Creek,2001,39,lentic,seasonal,3.23,0,31,10.213871,434.97915264
MC01,Milagra Creek,2001,40,lentic,seasonal,3.23,0,32,10.12699604,445.10614868
MC01,Milagra Creek,2001,41,lentic,seasonal,3.23,0,33,10.12985134,455.23600002
MC01,Milagra Creek,2001,42,lentic,seasonal,3.23,0,34,10.08462238,465.3206224
MC01,Milagra Creek,2001,43,lentic,seasonal,3.48,0,35,9.999468803,475.320091203
MC01,Milagra Creek,2001,44,lentic,seasonal,3.5,0,36,10.02238369,485.342474893
MC01,Milagra Creek,2001,45,lentic,seasonal,3.6,0,37,9.990645409,495.333120302
MC01,Milagra Creek,2001,46,lentic,seasonal,3.6,0,38,9.960124969,505.293245271
MC01,Milagra Creek,2001,47,lentic,seasonal,3.6,0,39,9.92460537,515.217850641
MC01,Milagra Creek,2001,48,lentic,seasonal,3.6,0,40,9.814207077,525.032057718
MC01,Milagra Creek,2001,49,lentic,seasonal,3.6,0,41,9.826241493,534.858299211
MC01,Milagra Creek,2001,50,lentic,seasonal,3.6,0,42,9.797299385,544.655598596
MC01,Milagra Creek,2001,51,lentic,seasonal,3.91,0,43,9.813304901,554.468903497
MC01,Milagra Creek,2001,52,lentic,seasonal,3.91,0,44,9.693496704,564.162400201
MC01,Milagra Creek,2001,53,lentic,seasonal,3.91,0,45,9.762244225,573.924644426
MC01,Milagra Creek,2001,54,lentic,seasonal,3.94,0,46,9.705270767,583.629915193
MC01,Milagra Creek,2001,55,lentic,seasonal,3.94,0,47,9.593462944,593.223378137
MC01,Milagra Creek,2001,56,lentic,seasonal,3.94,0,48,9.685988426,602.909366563
MC01,Milagra Creek,2001,57,lentic,seasonal,3.94,0,49,9.634871483,612.544238046
MC01,Milagra Creek,2001,58,lentic,seasonal,3.94,0,50,9.646164894,622.19040294
MC01,Milagra Creek,2001,59,lentic,seasonal,4.54,0,51,9.603578568,631.793981508
MC01,Milagra Creek,2001,60,lentic,seasonal,4.55,0,52,9.552910805,641.346892313
MC01,Milagra Creek,2001,61,lentic,seasonal,4.56,0,53,9.509283066,650.856175379
MC01,Milagra Creek,2001,62,lentic,seasonal,4.59,0,54,9.480946541,660.33712192
MC01,Milagra Creek,2001,63,lentic,seasonal,4.59,0,55,9.492182732,669.829304652
MC01,Milagra Creek,2001,64,lentic,seasonal,4.59,0,56,9.415584564,679.244889216
MC01,Milagra Creek,2001,65,lentic,seasonal,4.59,0,57,9.450980186,688.695869402
MC01,Milagra Creek,2001,66,lentic,seasonal,4.59,0,58,9.463074684,698.158944086
MC01,Milagra Creek,2001,67,lentic,seasonal,4.59,0,59,9.369441032,707.528385118
MC01,Milagra Creek,2001,68,lentic,seasonal,4.59,0,60,9.388243675,716.916628793
MC01,Milagra Creek,2001,69,lentic,seasonal,4.61,0,61,9.416472435,726.333101228
MC01,Milagra Creek,2001,70,lentic,seasonal,4.61,0,62,9.364490509,735.697591737
MC01,Milagra Creek,2001,71,lentic,seasonal,4.95,0,63,9.337804794,745.035396531
MC01,Milagra Creek,2001,72,lentic,seasonal,4.9799999999999995,0,64,9.340325356,754.3757218869999
MC01,Milagra Creek,2001,73,lentic,seasonal,5.75,0,65,9.372930527,763.748652414
MC01,Milagra Creek,2001,74,lentic,seasonal,6.12,0,66,9.367994308,773.116646722
MC01,Milagra Creek,2001,75,lentic,seasonal,6.14,1,67,9.30380249,782.420449212
MC01,Milagra Creek,2002,0,lentic,seasonal,0,0,-29,11.59230804,11.59230804
MC01,Milagra Creek,2002,1,lentic,seasonal,0,0,-28,11.56640625,23.15871429
MC01,Milagra Creek,2002,2,lentic,seasonal,0,0,-27,11.57051849,34.729232780000004
MC01,Milagra Creek,2002,3,lentic,seasonal,0,0,-26,11.54094982,46.2701826
MC01,Milagra Creek,2002,4,lentic,seasonal,0,0,-25,11.45922756,57.72941016
MC01,Milagra Creek,2002,5,lentic,seasonal,0,0,-24,11.39855194,69.1279621
MC01,Milagra Creek,2002,6,lentic,seasonal,0,0,-23,11.42569923,80.55366133
MC01,Milagra Creek,2002,7,lentic,seasonal,0,0,-22,11.34946728,91.90312861
MC01,Milagra Creek,2002,8,lentic,seasonal,0,0,-21,11.31293201,103.21606062000001
MC01,Milagra Creek,2002,9,lentic,seasonal,0,0,-20,11.35052299,114.56658361000001
MC01,Milagra Creek,2002,10,lentic,seasonal,0,0,-19,11.23538589,125.8019695
MC01,Milagra Creek,2002,11,lentic,seasonal,0,0,-18,11.22823143,137.03020093
MC01,Milagra Creek,2002,12,lentic,seasonal,0,0,-17,11.1983366,148.22853753
MC01,Milagra Creek,2002,13,lentic,seasonal,0,0,-16,11.10304832,159.33158585
MC01,Milagra Creek,2002,14,lentic,seasonal,0,0,-15,11.09760857,170.42919442
MC01,Milagra Creek,2002,15,lentic,seasonal,0,0,-14,11.08687115,181.51606557
MC01,Milagra Creek,2002,16,lentic,seasonal,0,0,-13,11.00980091,192.52586648
MC01,Milagra Creek,2002,17,lentic,seasonal,0,0,-12,10.96124554,203.48711202
MC01,Milagra Creek,2002,18,lentic,seasonal,0,0,-11,10.96471882,214.45183084
MC01,Milagra Creek,2002,19,lentic,seasonal,0,0,-10,10.88063622,225.33246706
MC01,Milagra Creek,2002,20,lentic,seasonal,0,0,-9,10.88191509,236.21438215
MC01,Milagra Creek,2002,21,lentic,seasonal,0,0,-8,10.72212791,246.93651006
MC01,Milagra Creek,2002,22,lentic,seasonal,0,0,-7,10.76947403,257.70598409
MC01,Milagra Creek,2002,23,lentic,seasonal,0,0,-6,10.73542404,268.44140813
MC01,Milagra Creek,2002,24,lentic,seasonal,0,0,-5,10.6998539,279.14126203
MC01,Milagra Creek,2002,25,lentic,seasonal,0,0,-4,10.5946312,289.73589323
MC01,Milagra Creek,2002,26,lentic,seasonal,0,0,-3,10.57891178,300.31480501
MC01,Milagra Creek,2002,27,lentic,seasonal,0,0,-2,10.52666664,310.84147165
MC01,Milagra Creek,2002,28,lentic,seasonal,0,0,-1,10.54968357,321.39115522
MC01,Milagra Creek,2002,29,lentic,seasonal,0.79,0,0,10.54301834,331.93417356
MC01,Milagra Creek,2002,30,lentic,seasonal,0.89,0,1,10.44018745,342.37436101
MC01,Milagra Creek,2002,31,lentic,seasonal,0.89,0,2,10.37564754,352.75000855
MC01,Milagra Creek,2002,32,lentic,seasonal,0.89,0,3,10.36920357,363.11921212
MC01,Milagra Creek,2002,33,lentic,seasonal,0.89,0,4,10.30528831,373.42450043
MC01,Milagra Creek,2002,34,lentic,seasonal,0.89,0,5,10.31541252,383.73991295
MC01,Milagra Creek,2002,35,lentic,seasonal,0.89,0,6,10.2964592,394.03637215
MC01,Milagra Creek,2002,36,lentic,seasonal,0.89,0,7,10.2802124,404.31658455
MC01,Milagra Creek,2002,37,lentic,seasonal,0.89,0,8,10.25293922,414.56952377
MC01,Milagra Creek,2002,38,lentic,seasonal,0.89,0,9,10.19575787,424.76528164
MC01,Milagra Creek,2002,39,lentic,seasonal,0.89,0,10,10.213871,434.97915264
MC01,Milagra Creek,2002,40,lentic,seasonal,0.89,0,11,10.12699604,445.10614868
MC01,Milagra Creek,2002,41,lentic,seasonal,0.89,0,12,10.12985134,455.23600002
MC01,Milagra Creek,2002,42,lentic,seasonal,0.89,0,13,10.08462238,465.3206224
MC01,Milagra Creek,2002,43,lentic,seasonal,4.56,0,14,9.999468803,475.320091203
MC01,Milagra Creek,2002,44,lentic,seasonal,4.72,0,15,10.02238369,485.342474893
MC01,Milagra Creek,2002,45,lentic,seasonal,4.74,0,16,9.990645409,495.333120302
MC01,Milagra Creek,2002,46,lentic,seasonal,4.74,0,17,9.960124969,505.293245271
MC01,Milagra Creek,2002,47,lentic,seasonal,4.74,0,18,9.92460537,515.217850641
MC01,Milagra Creek,2002,48,lentic,seasonal,4.76,0,19,9.814207077,525.032057718
MC01,Milagra Creek,2002,49,lentic,seasonal,4.76,0,20,9.826241493,534.858299211
MC01,Milagra Creek,2002,50,lentic,seasonal,4.81,0,21,9.797299385,544.655598596
MC01,Milagra Creek,2002,51,lentic,seasonal,5.02,0,22,9.813304901,554.468903497
MC01,Milagra Creek,2002,52,lentic,seasonal,5.02,0,23,9.693496704,564.162400201
MC01,Milagra Creek,2002,53,lentic,seasonal,5.02,0,24,9.762244225,573.924644426
MC01,Milagra Creek,2002,54,lentic,seasonal,5.02,0,25,9.705270767,583.629915193
MC01,Milagra Creek,2002,55,lentic,seasonal,5.02,0,26,9.593462944,593.223378137
MC01,Milagra Creek,2002,56,lentic,seasonal,7.43,0,27,9.685988426,602.909366563
MC01,Milagra Creek,2002,57,lentic,seasonal,7.43,0,28,9.634871483,612.544238046
MC01,Milagra Creek,2002,58,lentic,seasonal,7.43,0,29,9.646164894,622.19040294
MC01,Milagra Creek,2002,59,lentic,seasonal,9.89,0,30,9.603578568,631.793981508
MC01,Milagra Creek,2002,60,lentic,seasonal,9.99,0,31,9.552910805,641.346892313
MC01,Milagra Creek,2002,61,lentic,seasonal,9.99,0,32,9.509283066,650.856175379
MC01,Milagra Creek,2002,62,lentic,seasonal,9.99,0,33,9.480946541,660.33712192
MC01,Milagra Creek,2002,63,lentic,seasonal,15.09,0,34,9.492182732,669.829304652
MC01,Milagra Creek,2002,64,lentic,seasonal,15.11,0,35,9.415584564,679.244889216
MC01,Milagra Creek,2002,65,lentic,seasonal,15.209999999999999,0,36,9.450980186,688.695869402
MC01,Milagra Creek,2002,66,lentic,seasonal,16,0,37,9.463074684,698.158944086
MC01,Milagra Creek,2002,67,lentic,seasonal,16.02,0,38,9.369441032,707.528385118
MC01,Milagra Creek,2002,68,lentic,seasonal,16.02,0,39,9.388243675,716.916628793
MC01,Milagra Creek,2002,69,lentic,seasonal,16.04,0,40,9.416472435,726.333101228
MC01,Milagra Creek,2002,70,lentic,seasonal,16.04,0,41,9.364490509,735.697591737
MC01,Milagra Creek,2002,71,lentic,seasonal,16.04,0,42,9.337804794,745.035396531
MC01,Milagra Creek,2002,72,lentic,seasonal,16.04,0,43,9.340325356,754.3757218869999
MC01,Milagra Creek,2002,73,lentic,seasonal,16.87,0,44,9.372930527,763.748652414
MC01,Milagra Creek,2002,74,lentic,seasonal,17.48,0,45,9.367994308,773.116646722
MC01,Milagra Creek,2002,75,lentic,seasonal,17.48,1,46,9.30380249,782.420449212
MC01,Milagra Creek,2003,0,lentic,seasonal,0,0,-37,11.59230804,11.59230804
MC01,Milagra Creek,2003,1,lentic,seasonal,0,0,-36,11.56640625,23.15871429
MC01,Milagra Creek,2003,2,lentic,seasonal,0,0,-35,11.57051849,34.729232780000004
MC01,Milagra Creek,2003,3,lentic,seasonal,0,0,-34,11.54094982,46.2701826
MC01,Milagra Creek,2003,4,lentic,seasonal,0,0,-33,11.45922756,57.72941016
MC01,Milagra Creek,2003,5,lentic,seasonal,0,0,-32,11.39855194,69.1279621
MC01,Milagra Creek,2003,6,lentic,seasonal,0,0,-31,11.42569923,80.55366133
MC01,Milagra Creek,2003,7,lentic,seasonal,0,0,-30,11.34946728,91.90312861
MC01,Milagra Creek,2003,8,lentic,seasonal,0,0,-29,11.31293201,103.21606062000001
MC01,Milagra Creek,2003,9,lentic,seasonal,0,0,-28,11.35052299,114.56658361000001
MC01,Milagra Creek,2003,10,lentic,seasonal,0,0,-27,11.23538589,125.8019695
MC01,Milagra Creek,2003,11,lentic,seasonal,0,0,-26,11.22823143,137.03020093
MC01,Milagra Creek,2003,12,lentic,seasonal,0,0,-25,11.1983366,148.22853753
MC01,Milagra Creek,2003,13,lentic,seasonal,0,0,-24,11.10304832,159.33158585
MC01,Milagra Creek,2003,14,lentic,seasonal,0,0,-23,11.09760857,170.42919442
MC01,Milagra Creek,2003,15,lentic,seasonal,0,0,-22,11.08687115,181.51606557
MC01,Milagra Creek,2003,16,lentic,seasonal,0,0,-21,11.00980091,192.52586648
MC01,Milagra Creek,2003,17,lentic,seasonal,0,0,-20,10.96124554,203.48711202
MC01,Milagra Creek,2003,18,lentic,seasonal,0,0,-19,10.96471882,214.45183084
MC01,Milagra Creek,2003,19,lentic,seasonal,0,0,-18,10.88063622,225.33246706
MC01,Milagra Creek,2003,20,lentic,seasonal,0,0,-17,10.88191509,236.21438215
MC01,Milagra Creek,2003,21,lentic,seasonal,0,0,-16,10.72212791,246.93651006
MC01,Milagra Creek,2003,22,lentic,seasonal,0,0,-15,10.76947403,257.70598409
MC01,Milagra Creek,2003,23,lentic,seasonal,0,0,-14,10.73542404,268.44140813
MC01,Milagra Creek,2003,24,lentic,seasonal,0,0,-13,10.6998539,279.14126203
MC01,Milagra Creek,2003,25,lentic,seasonal,0,0,-12,10.5946312,289.73589323
MC01,Milagra Creek,2003,26,lentic,seasonal,0,0,-11,10.57891178,300.31480501
MC01,Milagra Creek,2003,27,lentic,seasonal,0,0,-10,10.52666664,310.84147165
MC01,Milagra Creek,2003,28,lentic,seasonal,0,0,-9,10.54968357,321.39115522
MC01,Milagra Creek,2003,29,lentic,seasonal,0,0,-8,10.54301834,331.93417356
MC01,Milagra Creek,2003,30,lentic,seasonal,0,0,-7,10.44018745,342.37436101
MC01,Milagra Creek,2003,31,lentic,seasonal,0,0,-6,10.37564754,352.75000855
MC01,Milagra Creek,2003,32,lentic,seasonal,0,0,-5,10.36920357,363.11921212
MC01,Milagra Creek,2003,33,lentic,seasonal,0,0,-4,10.30528831,373.42450043
MC01,Milagra Creek,2003,34,lentic,seasonal,0,0,-3,10.31541252,383.73991295
MC01,Milagra Creek,2003,35,lentic,seasonal,0,0,-2,10.2964592,394.03637215
MC01,Milagra Creek,2003,36,lentic,seasonal,0,0,-1,10.2802124,404.31658455
MC01,Milagra Creek,2003,37,lentic,seasonal,2.01,0,0,10.25293922,414.56952377
MC01,Milagra Creek,2003,38,lentic,seasonal,3.38,0,1,10.19575787,424.76528164
MC01,Milagra Creek,2003,39,lentic,seasonal,3.4899999999999998,0,2,10.213871,434.97915264
MC01,Milagra Creek,2003,40,lentic,seasonal,3.63,0,3,10.12699604,445.10614868
MC01,Milagra Creek,2003,41,lentic,seasonal,3.63,0,4,10.12985134,455.23600002
MC01,Milagra Creek,2003,42,lentic,seasonal,3.69,0,5,10.08462238,465.3206224
MC01,Milagra Creek,2003,43,lentic,seasonal,3.7199999999999998,0,6,9.999468803,475.320091203
MC01,Milagra Creek,2003,44,lentic,seasonal,3.7199999999999998,0,7,10.02238369,485.342474893
MC01,Milagra Creek,2003,45,lentic,seasonal,3.7199999999999998,0,8,9.990645409,495.333120302
MC01,Milagra Creek,2003,46,lentic,seasonal,3.7199999999999998,0,9,9.960124969,505.293245271
MC01,Milagra Creek,2003,47,lentic,seasonal,3.7199999999999998,0,10,9.92460537,515.217850641
MC01,Milagra Creek,2003,48,lentic,seasonal,3.7199999999999998,0,11,9.814207077,525.032057718
MC01,Milagra Creek,2003,49,lentic,seasonal,3.7199999999999998,0,12,9.826241493,534.858299211
MC01,Milagra Creek,2003,50,lentic,seasonal,3.7199999999999998,0,13,9.797299385,544.655598596
MC01,Milagra Creek,2003,51,lentic,seasonal,3.7199999999999998,0,14,9.813304901,554.468903497
MC01,Milagra Creek,2003,52,lentic,seasonal,3.7199999999999998,0,15,9.693496704,564.162400201
MC01,Milagra Creek,2003,53,lentic,seasonal,3.7199999999999998,0,16,9.762244225,573.924644426
MC01,Milagra Creek,2003,54,lentic,seasonal,3.7199999999999998,0,17,9.705270767,583.629915193
MC01,Milagra Creek,2003,55,lentic,seasonal,3.7199999999999998,0,18,9.593462944,593.223378137
MC01,Milagra Creek,2003,56,lentic,seasonal,3.7199999999999998,0,19,9.685988426,602.909366563
MC01,Milagra Creek,2003,57,lentic,seasonal,3.7199999999999998,0,20,9.634871483,612.544238046
MC01,Milagra Creek,2003,58,lentic,seasonal,3.7199999999999998,0,21,9.646164894,622.19040294
MC01,Milagra Creek,2003,59,lentic,seasonal,3.7199999999999998,0,22,9.603578568,631.793981508
MC01,Milagra Creek,2003,60,lentic,seasonal,3.7199999999999998,0,23,9.552910805,641.346892313
MC01,Milagra Creek,2003,61,lentic,seasonal,3.7199999999999998,0,24,9.509283066,650.856175379
MC01,Milagra Creek,2003,62,lentic,seasonal,3.7199999999999998,0,25,9.480946541,660.33712192
MC01,Milagra Creek,2003,63,lentic,seasonal,3.7199999999999998,0,26,9.492182732,669.829304652
MC01,Milagra Creek,2003,64,lentic,seasonal,3.7199999999999998,0,27,9.415584564,679.244889216
MC01,Milagra Creek,2003,65,lentic,seasonal,3.7199999999999998,0,28,9.450980186,688.695869402
MC01,Milagra Creek,2003,66,lentic,seasonal,3.75,0,29,9.463074684,698.158944086
MC01,Milagra Creek,2003,67,lentic,seasonal,3.76,0,30,9.369441032,707.528385118
MC01,Milagra Creek,2003,68,lentic,seasonal,3.76,0,31,9.388243675,716.916628793
MC01,Milagra Creek,2003,69,lentic,seasonal,4.78,0,32,9.416472435,726.333101228
MC01,Milagra Creek,2003,70,lentic,seasonal,5.2,0,33,9.364490509,735.697591737
MC01,Milagra Creek,2003,71,lentic,seasonal,5.2,0,34,9.337804794,745.035396531
MC01,Milagra Creek,2003,72,lentic,seasonal,5.22,0,35,9.340325356,754.3757218869999
MC01,Milagra Creek,2003,73,lentic,seasonal,11.76,0,36,9.372930527,763.748652414
MC01,Milagra Creek,2003,74,lentic,seasonal,12.92,0,37,9.367994308,773.116646722
MC01,Milagra Creek,2003,75,lentic,seasonal,13.55,0,38,9.30380249,782.420449212
MC01,Milagra Creek,2003,76,lentic,seasonal,15.85,0,39,9.331548691,791.751997903
MC01,Milagra Creek,2003,77,lentic,seasonal,15.969999999999999,0,40,9.305184364,801.057182267
MC01,Milagra Creek,2003,78,lentic,seasonal,15.99,0,41,9.323206902,810.380389169
MC01,Milagra Creek,2003,79,lentic,seasonal,18.65,0,42,9.31453228,819.694921449
MC01,Milagra Creek,2003,80,lentic,seasonal,19.78,0,43,9.31821537,829.013136819
MC01,Milagra Creek,2003,81,lentic,seasonal,20.15,0,44,9.337471008,838.350607827
MC01,Milagra Creek,2003,82,lentic,seasonal,20.15,0,45,9.314033508,847.6646413349999
MC01,Milagra Creek,2003,83,lentic,seasonal,20.15,0,46,9.306186676,856.970828011
MC01,Milagra Creek,2003,84,lentic,seasonal,20.15,0,47,9.314811707,866.285639718
MC01,Milagra Creek,2003,85,lentic,seasonal,20.25,0,48,9.27581501,875.561454728
MC01,Milagra Creek,2003,86,lentic,seasonal,21.259999999999998,1,49,9.269330978,884.830785706
RC01,Redwood Creek,2003,0,lentic,perennial,0,0,-37,11.47802162,11.47802162
RC01,Redwood Creek,2003,1,lentic,perennial,0,0,-36,11.48199844,22.960020059999998
RC01,Redwood Creek,2003,2,lentic,perennial,0,0,-35,11.47323513,34.43325519
RC01,Redwood Creek,2003,3,lentic,perennial,0,0,-34,11.45888329,45.89213848
RC01,Redwood Creek,2003,4,lentic,perennial,0,0,-33,11.42945671,57.32159519
RC01,Redwood Creek,2003,5,lentic,perennial,0,0,-32,11.34117699,68.66277218
RC01,Redwood Creek,2003,6,lentic,perennial,0,0,-31,11.3489275,80.01169967999999
RC01,Redwood Creek,2003,7,lentic,perennial,0,0,-30,11.24995518,91.26165486
RC01,Redwood Creek,2003,8,lentic,perennial,0,0,-29,11.21831036,102.47996522
RC01,Redwood Creek,2003,9,lentic,perennial,0,0,-28,11.18231392,113.66227914
RC01,Redwood Creek,2003,10,lentic,perennial,0,0,-27,11.13174152,124.79402066
RC01,Redwood Creek,2003,11,lentic,perennial,0,0,-26,11.1401329,135.93415356
RC01,Redwood Creek,2003,12,lentic,perennial,0,0,-25,11.07389545,147.00804901
RC01,Redwood Creek,2003,13,lentic,perennial,0,0,-24,11.03196144,158.04001045
RC01,Redwood Creek,2003,14,lentic,perennial,0,0,-23,10.9908886,169.03089905
RC01,Redwood Creek,2003,15,lentic,perennial,0,0,-22,10.93453407,179.96543312
RC01,Redwood Creek,2003,16,lentic,perennial,0,0,-21,10.91305447,190.87848759
RC01,Redwood Creek,2003,17,lentic,perennial,0,0,-20,10.91018677,201.78867436
RC01,Redwood Creek,2003,18,lentic,perennial,0,0,-19,10.83793545,212.62660981
RC01,Redwood Creek,2003,19,lentic,perennial,0,0,-18,10.74181843,223.36842824000001
RC01,Redwood Creek,2003,20,lentic,perennial,0,0,-17,10.79326439,234.16169263
RC01,Redwood Creek,2003,21,lentic,perennial,0,0,-16,10.68780899,244.84950162
RC01,Redwood Creek,2003,22,lentic,perennial,0,0,-15,10.74360847,255.59311009
RC01,Redwood Creek,2003,23,lentic,perennial,0,0,-14,10.59488678,266.18799687
RC01,Redwood Creek,2003,24,lentic,perennial,0,0,-13,10.59391212,276.78190899
RC01,Redwood Creek,2003,25,lentic,perennial,0,0,-12,10.53317261,287.3150816
RC01,Redwood Creek,2003,26,lentic,perennial,0,0,-11,10.51614952,297.83123112
RC01,Redwood Creek,2003,27,lentic,perennial,0,0,-10,10.4161005,308.24733162
RC01,Redwood Creek,2003,28,lentic,perennial,0,0,-9,10.43613911,318.68347073
RC01,Redwood Creek,2003,29,lentic,perennial,0,0,-8,10.41802406,329.10149479
RC01,Redwood Creek,2003,30,lentic,perennial,0,0,-7,10.43135166,339.53284645
RC01,Redwood Creek,2003,31,lentic,perennial,0,0,-6,10.35304642,349.88589287
RC01,Redwood Creek,2003,32,lentic,perennial,0,0,-5,10.32655716,360.21245003
RC01,Redwood Creek,2003,33,lentic,perennial,0,0,-4,10.29834366,370.51079369
RC01,Redwood Creek,2003,34,lentic,perennial,0,0,-3,10.26048279,380.77127648
RC01,Redwood Creek,2003,35,lentic,perennial,0,0,-2,10.24167824,391.01295472
RC01,Redwood Creek,2003,36,lentic,perennial,0,0,-1,10.15634727,401.16930199
RC01,Redwood Creek,2003,37,lentic,perennial,2.01,0,0,10.2199707,411.38927269
RC01,Redwood Creek,2003,38,lentic,perennial,3.38,0,1,10.13832188,421.52759457
RC01,Redwood Creek,2003,39,lentic,perennial,3.4899999999999998,0,2,10.11021709,431.63781166
RC01,Redwood Creek,2003,40,lentic,perennial,3.63,0,3,10.10589981,441.74371147
RC01,Redwood Creek,2003,41,lentic,perennial,3.63,0,4,10.05394745,451.79765892
RC01,Redwood Creek,2003,42,lentic,perennial,3.69,0,5,10.0424633,461.84012222
RC01,Redwood Creek,2003,43,lentic,perennial,3.7199999999999998,0,6,10.00002575,471.84014797
RC01,Redwood Creek,2003,44,lentic,perennial,3.7199999999999998,0,7,9.940279961,481.780427931
RC01,Redwood Creek,2003,45,lentic,perennial,3.7199999999999998,0,8,9.906574249,491.68700218
RC01,Redwood Creek,2003,46,lentic,perennial,3.7199999999999998,0,9,9.829936028,501.516938208
RC01,Redwood Creek,2003,47,lentic,perennial,3.7199999999999998,0,10,9.909925461,511.426863669
RC01,Redwood Creek,2003,48,lentic,perennial,3.7199999999999998,0,11,9.833366394,521.260230063
RC01,Redwood Creek,2003,49,lentic,perennial,3.7199999999999998,0,12,9.806768417,531.06699848
RC01,Redwood Creek,2003,50,lentic,perennial,3.7199999999999998,0,13,9.765581131,540.832579611
RC01,Redwood Creek,2003,51,lentic,perennial,3.7199999999999998,0,14,9.749650002,550.582229613
RC01,Redwood Creek,2003,52,lentic,perennial,3.7199999999999998,0,15,9.698086739,560.280316352
RC01,Redwood Creek,2003,53,lentic,perennial,3.7199999999999998,0,16,9.701559067,569.981875419
RC01,Redwood Creek,2003,54,lentic,perennial,3.7199999999999998,0,17,9.630954742,579.612830161
RC01,Redwood Creek,2003,55,lentic,perennial,3.7199999999999998,0,18,9.567786217,589.180616378
RC01,Redwood Creek,2003,56,lentic,perennial,3.7199999999999998,0,19,9.558763504,598.739379882
RC01,Redwood Creek,2003,57,lentic,perennial,3.7199999999999998,0,20,9.568183899,608.307563781
RC01,Redwood Creek,2003,58,lentic,perennial,3.7199999999999998,0,21,9.528288841,617.835852622
RC01,Redwood Creek,2003,59,lentic,perennial,3.7199999999999998,0,22,9.532497406,627.368350028
RC01,Redwood Creek,2003,60,lentic,perennial,3.7199999999999998,0,23,9.498400688,636.866750716
