BRDYEAR,WaterTemp,num_egg_masses,mean_percent_sub,mean_percent_water,proportion_high_water_vis,proportion_na_water_vis,yearly_rain,yearly_rain_lag,interpolated_canopy,BRDYEAR_scaled,mean_percent_sub_scaled,mean_percent_water_scaled,interpolated_canopy_scaled,yearly_rain_scaled,WaterTemp_scaled,yearly_rain_lag_scaled,num_egg_masses_lag
2018.4756097560976,12.05846084978707,23.146341463414632,9.60238579171506,54.127295164185405,0.5283666367507831,0.20359386548410938,88.87103780487806,87.48038780487805,27.62126420228106,0.3451307380800933,0.09117321943404352,-0.09931881668510861,0.06532841451101223,0.0011836439871812036,-0.04985156201423721,-0.010896901626244947,17.70731707317073
